,ContentID,Type,Category,Reaction,sentiment,score,UserID,user_interest,Age,Datetime
12,ad8bc9be-50a3-491a-b240-49b8f573238e,GIF,soccer,love,positive,65,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-02-15 11:53:24
13,218838d8-52f4-4608-a1ba-d8988cc3d029,video,food,dislike,Negative,10,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-05-23 06:00:11
14,9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,disgust,Negative,0,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-05-18 13:11:05
15,af6c5966-dfe7-460b-9853-62ed9f18aed4,photo,technology,interested,positive,30,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-06-07 22:10:28
16,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,photo,food,like,positive,50,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-12-08 03:03:10
17,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,photo,"""soccer""",super love,positive,75,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-01-08 02:20:04
18,b13bec8c-4469-4cc8-8650-7057eb95d3ee,GIF,travel,scared,Negative,15,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-08-12 16:29:05
19,73fde78d-7908-4406-8377-747873ecd29a,video,studying,super love,positive,75,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-07-22 21:47:53
20,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,photo,travel,adore,positive,72,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-10-16 22:16:36
21,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,video,fitness,disgust,Negative,0,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-10-10 20:43:03
22,36bd1711-92f6-4240-8ac5-21df845abe86,GIF,technology,adore,positive,72,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-01-14 11:32:51
23,6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,healthy eating,hate,Negative,5,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-01-10 01:50:27
24,c2fbcf27-369b-4385-925a-ca2eca1403c1,audio,culture,indifferent,neutral,20,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-08-06 14:07:31
25,7df4b13f-c41a-4c81-88fb-213a6a96acc5,audio,culture,interested,positive,30,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-08-22 12:50:26
26,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,GIF,fitness,heart,positive,60,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-05-09 14:47:58
27,1934a201-0590-41af-bf40-5ddd6254d744,photo,education,disgust,Negative,0,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-12-05 23:54:32
28,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,video,soccer,scared,Negative,15,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-03-18 06:11:16
29,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,video,soccer,heart,positive,60,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-08-07 10:08:08
30,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,audio,education,hate,Negative,5,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-04-09 13:30:35
31,4dd4da35-453e-466d-95ca-b1a7710fac1f,GIF,technology,cherish,positive,70,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-04-08 10:00:22
32,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,video,"""public speaking""",indifferent,neutral,20,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-09-19 06:41:11
33,56b0b1ab-a07c-4379-b699-80ccc8689c85,video,culture,want,positive,70,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-05-08 17:35:13
34,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,like,positive,50,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-11-25 04:00:10
35,d4012724-c8bf-4db3-8670-dfa1f630a72a,photo,studying,disgust,Negative,0,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-09-04 18:36:05
36,d4012724-c8bf-4db3-8670-dfa1f630a72a,photo,studying,disgust,Negative,0,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-07-08 18:05:45
37,b529487b-160b-48cd-aacc-2741b18462c6,GIF,studying,disgust,Negative,0,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-04-07 05:51:59
38,d347afb6-c092-4301-ba7d-4c59d10142cb,photo,tennis,dislike,Negative,10,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2021-01-04 21:24:25
39,58b0f92a-76ae-4521-a223-2b117f4f4e70,video,dogs,adore,positive,72,5d454588-283d-459d-915d-c48a2cb4c27f,['travel'],6,2020-10-21 18:56:24
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,dislike,Negative,10,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-06-17 12:22:51
41,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-01-15 11:33:42
42,a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,disgust,Negative,0,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-06-15 17:31:50
43,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,super love,positive,75,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-08 03:05:59
44,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,Negative,12,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-01-23 11:26:42
45,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,cherish,positive,70,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-07-01 18:24:27
46,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,want,positive,70,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-05-25 03:03:19
47,b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,intrigued,positive,45,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-10-29 02:29:48
48,2eb7feec-26a4-4949-8470-3e66c16536e9,video,tennis,scared,Negative,15,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-11 08:26:15
49,ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,fitness,indifferent,neutral,20,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-05-07 08:59:01
50,43da458b-66fe-4723-996c-57dcfad67edf,GIF,food,want,positive,70,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-09-15 19:11:41
51,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,cherish,positive,70,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-08-19 07:46:52
52,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,intrigued,positive,45,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-03-26 20:45:45
53,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,video,public speaking,heart,positive,60,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-09-03 20:33:27
54,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,indifferent,neutral,20,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-05 08:58:46
55,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,adore,positive,72,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-10 20:48:21
56,3ce1063a-2277-4285-97b0-9bd53a941cd7,GIF,travel,love,positive,65,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-06-11 09:03:43
57,2d10f5b0-c590-429f-8b68-52c239617d26,GIF,technology,heart,positive,60,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-05-21 08:19:35
58,a8d3e5b8-7838-477c-82ce-4c90029e56ce,photo,public speaking,like,positive,50,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-01-05 20:29:40
59,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,photo,culture,heart,positive,60,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-01-07 07:07:37
60,f361cc99-64f0-4a7c-ad49-945ff01abaa6,photo,dogs,heart,positive,60,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-03-20 20:06:48
61,83d08b29-6cdc-436c-89a6-20c3d60f7e73,GIF,soccer,interested,positive,30,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-12-04 04:22:19
62,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,video,travel,like,positive,50,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-06-20 03:55:57
63,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,video,fitness,like,positive,50,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-04-14 03:58:34
64,55d5d3f9-566c-4fcc-b24e-02ca826cce58,photo,science,adore,positive,72,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-05-02 02:32:23
65,f3e8d168-6fb9-48b9-8347-b35595162c1d,video,soccer,intrigued,positive,45,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-27 22:47:27
66,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,audio,culture,like,positive,50,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-16 01:34:13
67,46c69019-89b5-4a13-9b8a-2942ca22837f,video,science,love,positive,65,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-02-27 18:59:03
68,7df4b13f-c41a-4c81-88fb-213a6a96acc5,audio,culture,want,positive,70,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-03-12 15:43:13
69,e17bade2-3175-49eb-92f4-7f2eac74147a,GIF,soccer,dislike,Negative,10,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-02-16 06:25:18
70,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,photo,veganism,interested,positive,30,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-02-18 13:54:56
71,d5ec7de3-8c02-4f17-a9f0-dc8a9e64fa1a,video,soccer,indifferent,neutral,20,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-09-23 13:00:39
72,ee631766-3818-4de6-897f-2355542b58e7,GIF,public speaking,peeking,neutral,35,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-19 22:13:50
73,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,GIF,food,dislike,Negative,10,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-12-30 10:15:46
74,92c1fcb5-5b56-4780-85cb-0c4858b39b3e,video,travel,peeking,neutral,35,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-12-15 05:33:53
75,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,intrigued,positive,45,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-06-17 21:29:20
76,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,peeking,neutral,35,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-04-01 20:45:03
77,3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,healthy eating,hate,Negative,5,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-12-26 04:10:56
78,b529487b-160b-48cd-aacc-2741b18462c6,GIF,studying,intrigued,positive,45,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2021-02-02 15:44:05
79,9fdcedb3-8e19-4755-93b2-133673d4620b,audio,travel,hate,Negative,5,92b87fa5-f271-43e0-af66-84fac21052e6,['cooking'],30,2020-11-14 12:29:27
80,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,scared,Negative,15,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-04-18 05:13:58
81,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,neutral,20,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-05-24 03:21:13
82,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,cherish,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-11-23 23:23:52
83,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,super love,positive,75,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-09-12 05:58:02
84,841403fd-321b-4118-90b3-cc0075d64047,GIF,studying,cherish,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-04-06 06:04:25
85,19179d57-4950-4a98-87fa-98f824551a6f,photo,education,worried,Negative,12,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-03-24 16:19:50
86,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,video,cooking,heart,positive,60,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-10-12 23:18:14
87,b90bb1f2-9dbf-4802-a0e2-103dac50d272,video,fitness,peeking,neutral,35,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-08-24 03:51:13
88,178f85a7-c2d1-4127-94d2-30adf96ae7fd,photo,science,indifferent,neutral,20,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-11-22 23:23:32
89,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,audio,healthy eating,worried,Negative,12,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-03-28 16:38:53
90,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,photo,culture,scared,Negative,15,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-05-16 05:26:05
91,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,photo,culture,dislike,Negative,10,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-02-04 02:04:38
92,4df372b3-ed9d-41ef-b33d-b576ec383dfc,audio,dogs,intrigued,positive,45,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-03-03 22:24:14
93,9522ddea-8e07-4a2a-a001-25e4a534b8f6,GIF,technology,love,positive,65,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-11-26 02:39:53
94,b85e1b0d-1018-4a65-a709-4ac5323e06d9,video,fitness,interested,positive,30,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-11-15 19:38:57
95,ac63258d-9d7d-4167-934e-48b3f3c43fa9,audio,tennis,want,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-09-09 08:31:38
96,4e7535a7-4547-4da5-952e-607442ebed79,GIF,dogs,cherish,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-12-11 11:24:08
97,65304022-f925-48f0-9dfc-436578f22c77,audio,soccer,heart,positive,60,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-07-28 08:01:07
98,bcd3702f-c27e-48ce-889b-63f765f498ef,GIF,education,intrigued,positive,45,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-11-07 00:57:19
99,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,photo,food,heart,positive,60,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-04-24 08:18:00
100,2e84726a-e69f-44e8-ac0f-c4a31516e342,video,dogs,intrigued,positive,45,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-02-15 21:54:08
101,74c85e37-5017-462e-bee2-2769db7a17c1,photo,healthy eating,like,positive,50,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-07-04 21:04:55
102,2073855c-fab2-41ee-ad15-d4269b2ac4bd,audio,education,adore,positive,72,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-02-28 14:52:48
103,9bc09268-79e8-4402-ba22-ffd1e45fa66d,GIF,travel,adore,positive,72,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-05-07 00:03:21
104,9bc09268-79e8-4402-ba22-ffd1e45fa66d,GIF,travel,cherish,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-04-12 22:19:29
105,cc253c91-6df6-4de5-ab4e-6d1127620fd6,photo,science,dislike,Negative,10,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-06-15 07:34:56
106,0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,cherish,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-12-07 19:04:55
107,0c91753a-0bb4-4b77-a919-96c2f998ad91,GIF,fitness,hate,Negative,5,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-09-19 05:47:18
108,9a25d0c6-1134-41d2-abc4-e893c41363bc,video,science,like,positive,50,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-12-05 14:49:21
109,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,GIF,fitness,scared,Negative,15,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-06-06 02:53:38
110,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,video,soccer,disgust,Negative,0,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-07-23 12:12:49
111,b0782637-2604-40f7-8fc6-5e7d9ffd2255,video,"""cooking""",scared,Negative,15,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-06-11 23:45:31
112,96ece45a-89e4-4cf8-b216-c860bf8e158e,photo,food,love,positive,65,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-12-16 23:39:35
113,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,GIF,food,hate,Negative,5,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-06-02 04:32:16
114,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,GIF,cooking,disgust,Negative,0,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-08-17 02:55:42
115,990f1598-4dbb-403c-a5b2-48de2c30b1ca,audio,food,hate,Negative,5,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-03-15 15:44:19
116,0701343b-6105-40e4-b275-7f3d292b9e20,photo,tennis,want,positive,70,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-03-29 07:03:25
117,ae87a6a3-1a9e-4323-981d-b63c1f8ca2a6,audio,food,heart,positive,60,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-01-28 13:04:28
118,1b6f05f1-df9e-4ad4-989e-029baf20478f,audio,fitness,intrigued,positive,45,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-10-25 12:17:32
119,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,GIF,culture,indifferent,neutral,20,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-11-14 02:10:54
120,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,photo,animals,indifferent,neutral,20,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-12-15 16:57:25
121,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,photo,animals,hate,Negative,5,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2020-10-18 00:02:48
122,bc8024c3-c51e-4875-b8df-419e9848f492,GIF,"""veganism""",interested,positive,30,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-06-08 03:31:31
123,8fe92544-5c15-4f77-bc40-c6e4b7d13674,GIF,animals,dislike,Negative,10,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-01-07 00:28:44
124,89cb4504-fccd-40f4-945e-410f74ee4735,photo,animals,super love,positive,75,163daa38-8b77-48c9-9af6-37a6c1447ac2,"['studying', 'tennis', 'veganism', 'technology']",5,2021-04-10 09:40:28
125,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,disgust,Negative,0,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2021-01-06 19:13:01
126,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,Negative,15,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2021-02-11 04:53:56
127,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,positive,75,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-09-28 08:49:01
128,2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,super love,positive,75,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-10-07 13:22:10
129,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,peeking,neutral,35,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-12-07 07:22:43
130,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,heart,positive,60,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2021-05-27 23:09:17
131,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,GIF,cooking,super love,positive,75,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2021-03-06 19:03:47
132,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,interested,positive,30,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-07-10 04:12:10
133,2b6921de-e7f2-4e30-8feb-36bd41becaf0,audio,travel,hate,Negative,5,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2021-03-10 04:34:53
134,e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,want,positive,70,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-12-12 14:42:43
135,a784c1dd-e2ab-408d-a0c3-226a51d420e1,audio,technology,cherish,positive,70,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-12-15 13:08:50
136,3a106d1f-3942-49d4-9358-417f33d760c6,photo,Fitness,love,positive,65,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-11-12 14:33:58
137,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,disgust,Negative,0,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-12-15 04:40:00
138,88d65e30-7ca0-4f32-a020-45c4cb3d9632,audio,travel,peeking,neutral,35,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2021-05-07 03:04:45
139,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,positive,50,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-06-25 00:41:02
140,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,audio,tennis,interested,positive,30,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-08-18 14:56:25
141,915505a1-6d75-4894-8200-0f088c19431b,video,cooking,indifferent,neutral,20,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-07-15 21:16:08
142,447954af-c2c0-4546-881c-3ba1cb104209,audio,tennis,adore,positive,72,34e8add9-0206-47fd-a501-037b994650a2,"['studying', 'public speaking']",17,2020-06-30 06:34:26
